event_id,particle_id,truth_energy,truth_eta,truth_phi,eps,min_samples,candidate_dR,group_input_mode,n_input_hits,matched,failure_reason,n_clusters,n_noise_hits,noise_fraction,largest_cluster_label,largest_cluster_n_hits,largest_cluster_energy,chosen_cluster_label,chosen_cluster_n_hits,chosen_cluster_energy,chosen_is_largest,cluster_sizes
11,288,90.68218994140625,-1.5255346632732196,-0.42072258042361205,0.12,2,0.25,nearby_all,4123,True,,1,0,0.0,0.0,4123,141.455421736736,0.0,4123,141.455421736736,True,[4123]
11,289,20.26112937927246,0.5850095969021591,2.8860924450085657,0.04,2,0.25,nearby_all,2229,True,,1,1,0.00044863167339614175,0.0,2228,49.54727733465916,0.0,2228,49.54727733465916,True,[2228]
11,289,20.26112937927246,0.5850095969021591,2.8860924450085657,0.06,2,0.25,nearby_all,2229,True,,1,0,0.0,0.0,2229,49.54949754323934,0.0,2229,49.54949754323934,True,[2229]
11,289,20.26112937927246,0.5850095969021591,2.8860924450085657,0.08,2,0.25,nearby_all,2229,True,,1,0,0.0,0.0,2229,49.54949754323934,0.0,2229,49.54949754323934,True,[2229]
11,289,20.26112937927246,0.5850095969021591,2.8860924450085657,0.1,2,0.25,nearby_all,2229,True,,1,0,0.0,0.0,2229,49.54949754323934,0.0,2229,49.54949754323934,True,[2229]
11,289,20.26112937927246,0.5850095969021591,2.8860924450085657,0.12,2,0.25,nearby_all,2229,True,,1,0,0.0,0.0,2229,49.54949754323934,0.0,2229,49.54949754323934,True,[2229]
12,185,2.1893374919891357,-0.3710392068950204,1.199718700103177,0.04,2,0.25,nearby_all,1453,True,,1,1,0.0006882312456985547,0.0,1452,27.53164865292092,0.0,1452,27.53164865292092,True,[1452]
12,185,2.1893374919891357,-0.3710392068950204,1.199718700103177,0.06,2,0.25,nearby_all,1453,True,,1,1,0.0006882312456985547,0.0,1452,27.53164865292092,0.0,1452,27.53164865292092,True,[1452]
12,185,2.1893374919891357,-0.3710392068950204,1.199718700103177,0.08,2,0.25,nearby_all,1453,True,,1,0,0.0,0.0,1453,27.544072550781493,0.0,1453,27.544072550781493,True,[1453]
12,185,2.1893374919891357,-0.3710392068950204,1.199718700103177,0.1,2,0.25,nearby_all,1453,True,,1,0,0.0,0.0,1453,27.544072550781493,0.0,1453,27.544072550781493,True,[1453]
12,185,2.1893374919891357,-0.3710392068950204,1.199718700103177,0.12,2,0.25,nearby_all,1453,True,,1,0,0.0,0.0,1453,27.544072550781493,0.0,1453,27.544072550781493,True,[1453]
12,189,251.53709411621094,3.4128497145797807,1.1825018773918625,0.04,2,0.25,nearby_all,185,True,,7,0,0.0,3.0,42,14.304821118336987,2.0,40,9.734667541598903,False,"[24, 35, 40, 42, 28, 9, 7]"
